"File","Coder","Coded","Id","Codename","Coded_Memo","Category","Category","Category"
"Entrevistado 15.docx","default","Como que a gente quer? Ah, uma das coisas que eu faço questão que sai na pesquisa, que a gente acha horroroso, são esses empreendimentos com prédio ou não que são pintados de cinza. Não combina com a nossa realidade. Então, a região é colorida, a natureza é bonita, é toda colorida, as casas dos pescadores todas são lindas, coloridas, com jardins lindos. Aí vem um monte de caixinha de fosfóro cinza, Eu brigo com todo exemplo, quando os arquitetos vêm falar comigo na prefeitura, de que coisa horrorosa. Se as casinhas de pescadores são bonitas, por que não usar como inspiração e tudo mais? Não gosto. E a comunidade também não gosta. Então, isso é um desenvolvimento que a gente... Todos esses que a gente não gosta, mas o que a gente gosta de ver? que eles estão obedecendo a altura das casas, eu tô falando de Porto de Pedras, obedece a altura dos empreendimentos. Eu só não gosto quando é muito perto do mangue, mas infelizmente a gente não tem legislação que proíba, eles estão dentro do que é permitido, isso eu não gosto, mas eu tenho que aceitar. Então, o aumento de pessoas de uma vez só faz com que você não tenha a chance de explicar sobre as espécies que tem, como o peixe-boi, o que pode e o que não pode. Então, a gente vê essas mudanças que podem acontecer. O desenvolvimento está chegando, a gente está ali tentando controlar, tentando trazer para dentro do que é permitido, e ainda bem que os planos diretores dentro da APACC, Estão saindo? Se não, né filha? Já era. ","ctid:136","4 Desenvolvimento que prioriza a natureza","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 16.docx","default","Impactam positivamente, primeiro em função de que esses locais protegidos eles são valorizados pelo turismo, todo mundo vende a proposta dos corais, porque é um mar protegido, tem esses recifes protegidos, cheio de peixe, paisagens de marina bonita, então vende isso também. Por outro lado, o setor turístico, às vezes, vê isso como um problema, porque não pode ocupar, principalmente aqui, toda a beira de praia.","ctid:156","4 Desenvolvimento que prioriza a natureza","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 4.docx","default"," Eu acho que eles deveriam ser mais desenvolvidos em relação a planos diretores mais preocupados com a conservação local, mais preocupados com o visual, né? A gente está vendo Tamandaré, tem já prédio de seis andares. Eles mudam o plano diretor de acordo com os interesses próprios, com os interesses para os de licenciamento. Ganhar dinheiro em cima disso ou até IPTU e tal, eu acho que no sentido de desenvolvido eu acho que tinha, mas tinha que ser desenvolvido mesmo numa mentalidade de conservação, de preservação daquele lugar, de cuidado com a água, de cuidado com o saneamento, de cuidado com a poluição, com a praia","ctid:300","4 Desenvolvimento que prioriza a natureza","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 7.docx","default","Ambientalmente, sim. Tem que ser mais. Agora, se você me perguntar sobre o desenvolvimento dele num todo, o cara tá lá na frente. Se dá com o aspecto imobiliário, entendeu? O turismo. Então, o Maragogi hoje, se deixar pra que eles… As pessoas que querem comprar embarcação e atuar, eles vão. Porque dá dinheiro. O dono de Catamarã tem lá 30 mil reais no mês livre, depois que ele deixou o dinheiro do Catamarã, pagou todos os impostos, gasolina, funcionário, tem 30 mil no bolso dele. E ele sentadinho, ele não vai pro sol quente não. Essa embarcação que ele fundou lá, o dono não tava lá não, o dono tava em casa. Então ele recebeu o projeto agora, mas o dinheiro que ele ganha é essa. Então o desenvolvimento do turismo acontece.","ctid:378","4 Desenvolvimento que prioriza a natureza","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 7.docx","default","Agora, ambientalmente, são poucos. E desses poucos, eu destaco o Porto de Pedra. O Porto de Pedra é aqui pertinho. Se você é um guia, se tiver a oportunidade de conhecer, você vai adorar esse Porto de Pedra. Então, ambientalmente, o Porto de Pedra é um modelo de gestão. Eu sempre falo, pessoal… Você precisa ir pra outra cidade. Esqueça Noronha. Porque Noronha mostra muito o que é bom. Mas lá tem impacto ambiental gravíssimo. Gravíssimo mesmo. Não é esse negócio todo não. Agora se você quiser ir pra Porto de Pedra, vai que é pertinho. Ordenamento. Você chega lá, você não vê uma embalagem de plástico na via? Não vai ver não. Hoje, na região aqui que tem a praia Selo Azul, É ela lá. E esse selo azul é dado anualmente. E é um critério. São 100 critérios que você tem que atender. Só recebe esse selo. E quando recebe esse selo, o turismo vai… Vai querer.","ctid:379","4 Desenvolvimento que prioriza a natureza","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 11.docx","default","Bem, veja só. A questão das ONGs específicas para uma determinada preservação. Por exemplo, a ONG que existe e que cuida da preservação do peixe boi, Elas são, digamos assim, competentes, elas são pessoas capazes, elas são bem dirigidas, tanto é que os resultados estão aí. A gente não pode dizer que o pescovo foi saído da faixa de risco de extinção, mas a população aumentou de forma que os resultados são muito positivos. Eu já fui testemunho de muitas, de muitas situações em que, digamos assim, verifiquei o trabalho deles. Genericamente, eu posso dizer assim, se existe alguma organização para uma determinada seja uma organização que esteja realmente preocupada, realmente… Elas são necessárias, sim. Porque, Natalie, digamos assim, a grandiosidade dos sistemas, muitas vezes, digamos assim, que não dá para tomar conta de tudo. E se existem algumas espécies que precisam de um cuidado de preservação, como a minha referência é a do peixe boi, eu acho que é uma coisa, digamos assim, muito boa para a natureza.","ctid:57","4 Devem complementar as funções do Estado","","Existência de ONGs ambientalistas","Núcleo de Políticas"
"Entrevistado 12.docx","default","Importante também, o terceiro setor deve existir e deve ter incentivo. O poder público não consegue chegar em todos os espaços, em todos os lugares, em todas as demarcas. E o terceiro setor consegue juntar especialistas e desenvolver projetos específicos para determinadas coisas que o poder público não consegue. Então, é extremamente necessário.","ctid:84","4 Devem complementar as funções do Estado","","Existência de ONGs ambientalistas","Núcleo de Políticas"
"Entrevistado 13.docx","default","Aí, respondendo diretamente, se elas visam a preservar espécies em detrimento do equilíbrio ecossistêmico, eu vou ficar no fórum desse fórum, e no equilíbrio socioambiental, eu sou contra. Se elas estão Dentro de uma perspectiva ecossistêmica ou socioambiental, eu sou inteiramente a favor e ativista. ","ctid:450","4 Devem complementar as funções do Estado","","Existência de ONGs ambientalistas","Núcleo de Políticas"
"Entrevistado 14.docx","default","Muitas vezes elas cumprem a função, o papel de determinados setores do governo, tanto municipal, como estadual, como federal, que não dão conta. E aí a gente tem órgãs importantíssimas. A gente tem várias aí que, inclusive em termos de preservação de espécie","ctid:113","4 Devem complementar as funções do Estado","","Existência de ONGs ambientalistas","Núcleo de Políticas"
"Entrevistado 15.docx","default"," Mas as ONGs, elas têm um papel fundamental na subsistência, na proteção e na implementação das leis de proteção ambiental.","ctid:131","4 Devem complementar as funções do Estado","","Existência de ONGs ambientalistas","Núcleo de Políticas"
"Entrevistado 16.docx","default","Ah, é importantíssimo também a existência dessas organizações não governamentais, porque elas realizam um trabalho que às vezes o próprio governo não consegue fazer, captam recursos e são focados às vezes também, por exemplo, existem NGOs focados na proteção do vestibulo e outros focados na proteção da tartaruga, outros focados na proteção do manguezal. Então essas instituições são importantes para criar também uma consciência, uma sensibilização da sociedade e é importante preservar essas espécies, essas espécies.","ctid:157","4 Devem complementar as funções do Estado","","Existência de ONGs ambientalistas","Núcleo de Políticas"
"Entrevistado 17.docx","default","ngs tem sido fantástico, porque aquilo que o poder público não define como prioridade, essas ongs, as ONGs, elas estão ali fazendo o trabalho. O destaque, inclusive, aqui, onde tem o Instituto Yandê, o Instituto Biota, aqui, por exemplo, em Tamandaré, tem o Instituto Garis Marítimos, que fazem o trabalho de preservação de espécies marinhas. Aqui, por exem","ctid:178","4 Devem complementar as funções do Estado","","Existência de ONGs ambientalistas","Núcleo de Políticas"
"Entrevistado 17.docx","default","mportantíssimo o trabalho das ongs e enxergo que o poder público deve firmar mais convênios e parcerias com essas entidades para que elas possam continuar, fomentar também, para que elas possam continuar fazendo esse trabalho,

que muitas ve","ctid:179","4 Devem complementar as funções do Estado","","Existência de ONGs ambientalistas","Núcleo de Políticas"
"Entrevistado 2.docx","default","Ah, fundamental, né? Pra costa dos corais, eu tiro o meu chapéu pra Bruno Stephens, da biota. Tiro o meu chapéu. Tiro o meu chapéu pra história. do Projeto Tamar. Acho que se perdeu um pouco, mas assim, eles são muito reféns do principal patrocinador, que é a Petrobras. Na época do derramamento de óleo eu ficava doido. Eu conheço essa galera toda. Falei, galera, saiam pra luta. Não posso porque eu sou patrocinado pela Petrobras. Puta merda. Por isso que... Desculpa falar isso, mas Natalie, A minha ONG não aceita investimento, dinheiro de indústria de petróleo, é uma coisa nossa. E de carcinicultura, criação de camarão, que é muito impactante para os manguezais. A gente não recebe dinheiro dessas duas indústrias. Mas assim, voltando à atuação das ONGs, é fundamental. Por exemplo, agora, mas recentemente, não tão recentemente, eles começaram a ganhar vitrine agora, mas eles já têm uma marítimos, que é o Joab e o Arthur, que são os fundadores. Eu acho que o Joab é conselheiro, não sei se você vai entrevistá-lo, mas assim, eles começaram a trabalhar com as desovas de tartarugas de Tamandaré e tem sido muito massa, porque realmente vem um monte, mexe lá. Quando sai as tartarugas, eu já vi, imagina, Porto de Galinhas, antes de desistir, a ONG Eco Associados, quem fazia a desolação era eu. Eu ia lá, escondia o que o bicho fazia, escondia, ficava calado. Ficava que nem um doido, indo e voltando, indo e voltando. Quando nascia, tava eu que nem doido lá, tirando, dando tapa nos turistas pras tartaruguinhas irem embora. Eu lembro que veio até uma senhora com balde, só pra que eu esquecesse na minha vida. Eu falei, o que a senhora vai fazer com esse balde? Vou pegar uma tartaruguinha pra botar no aquário. Eu lembro que tinha um monte de criança me ajudando, eu tinha uma estratégia, eu pegava um monte de criança e falava, vocês tem que fazer isso. Aí as crianças foram em cima da mulher, gritaram com a mulher, foi lindo, maravilhoso. Então, o que que acontece? Quando essas ONG’s atuam diretamente, elas têm ações muito positivas. Mutirões de limpeza, trabalhos de sensibilização e conscientização, Formação, que eles estão fazendo curso de formação de espécies ameaçadas. Fizeram de mamíferos marinhos, fizeram de tartarugas marinhas, de ecossistemas de coral, manguezal. Então, biota da conservação tem um trabalho exemplar, inclusive científico. E aí vem uma outra parte. Não só a ação de conscientização para a proteção, por exemplo, da tartaruga, que é o que o biota faz, mas eles fazem o levantamento dos animais marinhos, É, répteis e mamíferos e aves que aparecem mortos, então eles tem esse estudo e fazem parte de uma rede maior no Brasil. Então imagina, um homem que atua na conscientização, na sustentação, na proteção porque ele cuida dos ninhos e ao mesmo tempo o estudo científico. sendo compartilhado com uma rede maior, que a gente chama de renta-money, que é uma rede maior que faz esse monitoramento e dizer, pô, morreram tantos bichos aqui na APA, e aí no sul do Brasil morreram tais, quais são? Porque uma dessas pode acontecer de aparecer um grupo de animais, até ameaçados, começar a surgir, começar a aparecer indivíduos mortos, e a gente fala, porra, o que tá acontecendo? Então o papel é fundamental, cara. Eles cobrem, eles geralmente têm parcerias com universidades, que é o caso do biota, do Garis Marítimos, essas duas bem focadas. Há no caso da Associação Peixe Boi, que tem esse papel também. Então eles têm apoio de universidades, eles têm patrocínio de empresas na qual eles realizam estudos, repito, científicos que poderiam... Ah, mas pô, eu sou da universidade, só eu posso fazer isso. Não, não, eles fazem esse trabalho em parceria. Agora, não quero eu aqui falar mal de ONG, mas existe, claro, aproveitadores, mas da APA desconheço completamente. Se acontecer, certamente não vinga por conta da atuação da gente. ","ctid:250","4 Devem complementar as funções do Estado","","Existência de ONGs ambientalistas","Núcleo de Políticas"
